Year,System,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2017,Chilton County,Verbena High School,All Grades,All Gender,All Ethnicity,All SubPopulation,644,*,*,76,11.80,35,5.43,*,*,512,79.50,16,~
2017,Escambia County,W S Neal High School,All Grades,All Gender,All Ethnicity,All SubPopulation,407,*,*,107,26.29,*,*,*,*,283,69.53,*,*
2017,Pell City,Walter M Kennedy School,All Grades,All Gender,All Ethnicity,All SubPopulation,487,*,*,72,14.78,*,*,*,*,390,80.08,20,~
2017,Mobile County,Bernice J Causey Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,1440,58,~,394,27.36,23,~,*,*,915,63.54,46,~
2017,Tuscaloosa County,Davis-Emerson Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,361,*,*,177,49.03,20,5.54,*,*,131,36.29,32,8.86
2017,Madison County,Meridianville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,627,*,*,109,17.38,42,6.70,*,*,455,72.57,11,~
2017,Talladega County,Munford Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,742,*,*,154,20.75,*,*,*,*,562,75.74,19,~
2017,Dothan City,Northview High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1335,25,~,734,54.98,*,*,*,*,547,40.97,20,~
2017,Etowah County,Rainbow Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,690,20,~,37,5.36,*,*,*,*,617,89.42,*,*
2017,Baldwin County,Robertsdale Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1165,12,~,96,8.24,*,*,*,*,987,84.72,61,5.24
2017,Baldwin County,Robertsdale High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1313,14,~,107,8.15,*,*,*,*,1120,85.30,66,5.03
2017,Baldwin County,Rockwell Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,985,38,~,67,6.80,*,*,*,*,829,84.16,46,~
2017,Marshall County,Brindlee Mountain Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,237,*,*,*,*,*,*,*,*,*,*,*,*
2017,Gadsden City,Eura Brown Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,352,16,~,78,22.16,*,*,*,*,247,70.17,*,*
2017,Huntsville City,Farley Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,367,18,~,43,11.72,*,*,*,*,273,74.39,31,8.45
2017,Tuscaloosa County,Holt High School,All Grades,All Gender,All Ethnicity,All SubPopulation,406,*,*,186,45.81,*,*,*,*,169,41.63,37,9.11
2017,Mobile County,Mattie T Blount High School,All Grades,All Gender,All Ethnicity,All SubPopulation,995,*,*,963,~,*,*,*,*,15,~,14,~
2017,Madison County,Monrovia Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,992,40,~,258,26.01,36,~,*,*,630,63.51,21,~
2017,DeKalb County,Moon Lake School,All Grades,All Gender,All Ethnicity,All SubPopulation,87,*,*,*,*,20,22.99,*,*,66,75.86,*,*
2017,Lawrence County,Moulton Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,562,*,*,28,~,49,8.72,*,*,468,83.27,13,~
2017,Talladega County,Munford High School,All Grades,All Gender,All Ethnicity,All SubPopulation,542,*,*,127,23.43,*,*,*,*,400,73.80,*,*
2017,Selma City,R.B.Hudson Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,435,*,*,*,*,*,*,*,*,*,*,*,*
2017,St Clair County,Ragland High School,All Grades,All Gender,All Ethnicity,All SubPopulation,539,*,*,64,11.87,*,*,*,*,464,86.09,*,*
2017,Baldwin County,Rosinton School,All Grades,All Gender,All Ethnicity,All SubPopulation,287,*,*,*,*,*,*,*,*,273,~,11,~
2017,Etowah County,Sardis High School,All Grades,All Gender,All Ethnicity,All SubPopulation,515,*,*,*,*,*,*,*,*,500,~,*,*
2017,Jackson County,Section High School,All Grades,All Gender,All Ethnicity,All SubPopulation,524,*,*,*,*,100,19.08,*,*,406,77.48,*,*
2017,Dallas County,Southside High School,All Grades,All Gender,All Ethnicity,All SubPopulation,377,*,*,*,*,*,*,*,*,*,*,*,*
2017,Blount County,Susan Moore High School,All Grades,All Gender,All Ethnicity,All SubPopulation,576,*,*,11,~,45,7.81,*,*,512,88.89,*,*
2017,Limestone County,Tanner High School,All Grades,All Gender,All Ethnicity,All SubPopulation,863,*,*,204,23.64,87,10.08,*,*,537,62.22,33,~
2017,Lauderdale County,Underwood Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,375,*,*,*,*,*,*,*,*,*,*,*,*
2017,Bessemer City,Westhills Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,351,*,*,*,*,*,*,*,*,*,*,*,*
2017,Decatur City,Woodmeade Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,372,*,*,158,42.47,*,*,*,*,173,46.51,33,8.87
2017,Blount County,Susan Moore Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,601,*,*,*,*,48,7.99,*,*,539,89.68,*,*
2017,Gadsden City,Floyd Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,323,*,*,164,50.77,37,11.46,*,*,104,32.20,17,5.26
2017,Tuscaloosa County,Huntington Place Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,560,*,*,43,7.68,*,*,*,*,488,87.14,22,~
2017,Calhoun County,Ohatchee Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,472,*,*,25,5.30,*,*,*,*,439,93.01,*,*
2017,Etowah County,Sardis Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,399,*,*,*,*,21,5.26,*,*,362,90.73,*,*
2017,Tuscaloosa County,Lake View Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,693,*,*,62,8.95,*,*,*,*,610,88.02,20,~
2017,Chambers County,Bob Harding-Shawmut Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,250,*,*,68,27.20,15,6.00,*,*,159,63.60,*,*
2017,Montgomery County,Carver Senior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1175,*,*,1107,94.21,*,*,*,*,57,~,*,*
2017,Birmingham City,Christian School,All Grades,All Gender,All Ethnicity,All SubPopulation,628,*,*,590,93.95,*,*,*,*,21,~,*,*
2017,Walker County,Lupton Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,470,*,*,*,*,*,*,*,*,*,*,*,*
2017,Tuscaloosa County,Matthews Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,480,*,*,330,68.75,117,24.38,*,*,26,5.42,*,*
2017,Madison County,Monrovia Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,483,26,5.38,142,29.40,20,~,*,*,277,57.35,*,*
2017,Lawrence County,Mount Hope,All Grades,All Gender,All Ethnicity,All SubPopulation,134,*,*,*,*,25,18.66,*,*,104,77.61,*,*
2017,Calhoun County,Ohatchee High School,All Grades,All Gender,All Ethnicity,All SubPopulation,469,*,*,23,~,*,*,*,*,443,94.46,*,*
2017,DeKalb County,Plainview School,All Grades,All Gender,All Ethnicity,All SubPopulation,1208,*,*,15,~,186,15.40,*,*,982,81.29,14,~
2017,Dothan City,Selma Street Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,461,*,*,373,80.91,*,*,*,*,77,16.70,*,*
2017,Baldwin County,Silverhill School,All Grades,All Gender,All Ethnicity,All SubPopulation,452,*,*,25,5.53,*,*,*,*,399,88.27,27,5.97
2017,Jackson County,Skyline High School,All Grades,All Gender,All Ethnicity,All SubPopulation,479,*,*,*,*,110,22.96,*,*,369,77.04,*,*
2017,Etowah County,Southside High School,All Grades,All Gender,All Ethnicity,All SubPopulation,834,21,~,41,~,*,*,*,*,757,90.77,*,*
2017,St Clair County,Springville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,702,*,*,45,6.41,*,*,*,*,646,92.02,*,*
2017,Anniston City,Tenth Street Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,347,*,*,288,83.00,*,*,*,*,31,8.93,25,7.20
2017,Dallas County,Tipton Durant Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,230,*,*,*,*,*,*,*,*,*,*,*,*
2017,Lauderdale County,Waterloo High School,All Grades,All Gender,All Ethnicity,All SubPopulation,345,*,*,*,*,*,*,*,*,*,*,*,*
2017,Phenix City,Westview Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,569,*,*,431,75.75,*,*,*,*,115,20.21,17,~
2017,Mobile County,William Henry Brazier Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,241,*,*,*,*,*,*,*,*,*,*,*,*
2017,Tuscaloosa City,Southview Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,523,*,*,481,91.97,13,~,*,*,13,~,*,*
2017,Mobile County,Breitling Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,603,*,*,35,5.80,*,*,*,*,535,88.72,21,~
2017,Huntsville City,Goldsmith-Schiffman Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,768,20,~,50,6.51,*,*,*,*,630,82.03,59,7.68
2017,Madison County,Lynn Fanning Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,557,*,*,147,26.39,31,5.57,*,*,344,61.76,27,~
2017,St Clair County,Springville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,580,*,*,46,7.93,*,*,*,*,522,90.00,*,*
2017,Jefferson County,Brookville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,227,*,*,70,30.84,*,*,*,*,138,60.79,*,*
2017,Gadsden City,Gadsden City High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1504,13,~,730,48.54,122,8.11,*,*,607,40.36,32,~
2017,Huntsville City,Hampton Cove Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,573,19,~,50,8.73,*,*,*,*,472,82.37,27,~
2017,Baldwin County,J Larry Newton School,All Grades,All Gender,All Ethnicity,All SubPopulation,662,*,*,55,8.31,*,*,*,*,572,86.40,32,~
2017,Madison County,Mt Carmel Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,614,*,*,124,20.20,29,~,*,*,419,68.24,31,5.05
2017,Talladega County,Munford Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,396,*,*,89,22.47,*,*,*,*,304,76.77,*,*
2017,Calhoun County,Pleasant Valley High School,All Grades,All Gender,All Ethnicity,All SubPopulation,491,*,*,13,~,*,*,*,*,475,~,*,*
2017,Etowah County,Southside Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,575,*,*,*,*,*,*,*,*,555,~,*,*
2017,St Clair County,Springville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,894,*,*,47,5.26,*,*,*,*,830,92.84,*,*
2017,Jackson County,Stevenson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,370,*,*,38,10.27,26,7.03,*,*,277,74.86,21,5.68
2017,Wilcox County,Wilcox Central High School,All Grades,All Gender,All Ethnicity,All SubPopulation,565,*,*,*,*,*,*,*,*,*,*,*,*
2017,Mobile County,Alma Bryant High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1766,131,7.42,204,11.55,19,~,*,*,1365,77.29,46,~
2017,St Clair County,Odenville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,427,*,*,*,*,16,~,*,*,398,93.21,*,*
2017,Jefferson County,Bryan Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,792,*,*,22,~,*,*,*,*,761,~,*,*
2017,Mobile County,Burns Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,850,29,~,480,56.47,12,~,*,*,304,35.76,22,~
2017,Huntsville City,Hampton Cove Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,653,23,~,54,8.27,*,*,*,*,529,81.01,42,6.43
2017,St Clair County,Odenville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,509,*,*,55,10.81,*,*,*,*,424,83.30,21,~
2017,St Clair County,Odenville Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,325,*,*,13,~,17,5.23,*,*,281,86.46,*,*
2017,Wilcox County,Camden School Of Arts & Technology,All Grades,All Gender,All Ethnicity,All SubPopulation,265,*,*,*,*,*,*,*,*,*,*,*,*
2017,Montgomery County,Catoma Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,342,*,*,136,39.77,151,44.15,*,*,48,14.04,*,*
2017,Huntsville City,Highlands Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,464,*,*,383,82.54,*,*,*,*,44,9.48,27,5.82
2017,Marshall County,Kate D Smith DAR High School,All Grades,All Gender,All Ethnicity,All SubPopulation,453,*,*,*,*,*,*,*,*,439,~,*,*
2017,Tuscaloosa City,Martin L King Jr Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,482,*,*,471,~,*,*,*,*,*,*,*,*
2017,Mobile County,Mary W Burroughs Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,349,*,*,238,68.19,*,*,*,*,84,24.07,12,~
2017,Tuscaloosa County,Myrtlewood Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,307,*,*,137,44.63,*,*,*,*,160,52.12,*,*
2017,Colbert County,New Bethel Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,143,*,*,*,*,*,*,*,*,*,*,*,*
2017,Madison County,New Hope High School,All Grades,All Gender,All Ethnicity,All SubPopulation,380,*,*,12,~,45,11.84,*,*,321,84.47,*,*
2017,Calhoun County,Pleasant Valley Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,553,*,*,*,*,*,*,*,*,539,~,*,*
2017,DeKalb County,Ruhuma Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,182,*,*,*,*,48,26.37,*,*,132,72.53,*,*
2017,St Clair County,Saint Clair County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,548,*,*,81,14.78,*,*,*,*,452,82.48,*,*
2017,Gadsden City,Sansom Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,392,*,*,144,36.73,32,8.16,*,*,199,50.77,13,~
2017,Baldwin County,Spanish Fort Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,721,*,*,51,7.07,*,*,*,*,626,86.82,41,5.69
2017,Morgan County,Sparkman Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,228,*,*,*,*,*,*,*,*,207,90.79,*,*
2017,Lawrence County,Speake,All Grades,All Gender,All Ethnicity,All SubPopulation,194,*,*,12,6.19,21,10.82,*,*,156,80.41,*,*
2017,Jackson County,Stevenson Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,308,*,*,20,6.49,*,*,*,*,265,86.04,15,~
2017,Chambers County,Valley High School,All Grades,All Gender,All Ethnicity,All SubPopulation,774,*,*,299,38.63,15,~,*,*,444,57.36,12,~
2017,Vestavia Hills City,Vestavia Hills Elementary Cahaba Heights,All Grades,All Gender,All Ethnicity,All SubPopulation,442,30,6.79,16,~,*,*,*,*,370,83.71,26,5.88
2017,Cullman County,Vinemont High School,All Grades,All Gender,All Ethnicity,All SubPopulation,312,*,*,*,*,*,*,*,*,287,91.99,24,7.69
2017,Etowah County,West End Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,445,*,*,*,*,*,*,*,*,*,*,*,*
2017,Limestone County,West Limestone High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1066,*,*,36,~,62,5.82,*,*,943,88.46,21,~
2017,Lauderdale County,Wilson High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1258,*,*,*,*,*,*,*,*,1239,~,*,*
2017,Madison County,New Hope Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,716,*,*,28,~,80,11.17,*,*,583,81.42,24,~
2017,Cullman County,Vinemont Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,514,*,*,*,*,*,*,*,*,476,92.61,34,6.61
2017,Baldwin County,Spanish Fort Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,922,28,~,70,7.59,*,*,*,*,782,84.82,40,~
2017,Cullman County,Vinemont Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,240,*,*,*,*,*,*,*,*,218,90.83,20,8.33
2017,Marshall County,Kate Duncan Smith DAR Middle,All Grades,All Gender,All Ethnicity,All SubPopulation,438,*,*,*,*,*,*,*,*,417,~,13,~
2017,Marshall County,Kate D Smith DAR Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,447,*,*,*,*,*,*,*,*,419,93.74,22,~
2017,Lawrence County,Lawrence County Developmental,All Grades,All Gender,All Ethnicity,All SubPopulation,13,*,*,*,*,*,*,*,*,*,*,*,*
2017,Morgan County,Priceville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,616,15,~,13,~,13,~,*,*,563,91.40,*,*
2017,Baldwin County,Spanish Fort High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1105,26,~,110,9.95,*,*,*,*,912,82.53,50,~
2017,Morgan County,Priceville Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,470,*,*,11,~,*,*,*,*,442,94.04,*,*
2017,Mobile County,Calcedeaver Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,266,*,*,*,*,172,64.66,*,*,49,18.42,41,15.41
2017,Montgomery County,Childrens Center,All Grades,All Gender,All Ethnicity,All SubPopulation,90,*,*,56,62.22,*,*,*,*,32,35.56,*,*
2017,Dothan City,Faine Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,376,*,*,355,94.41,*,*,*,*,*,*,*,*
2017,Madison County,New Market School,All Grades,All Gender,All Ethnicity,All SubPopulation,401,*,*,28,6.98,63,15.71,*,*,303,75.56,*,*
2017,Pelham City,Pelham Ridge,All Grades,All Gender,All Ethnicity,All SubPopulation,863,26,~,120,13.90,217,25.14,*,*,457,52.95,43,~
2017,Morgan County,Priceville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,459,*,*,*,*,11,~,*,*,430,93.68,*,*
2017,Calhoun County,Saks Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,471,*,*,174,36.94,*,*,*,*,287,60.93,*,*
2017,Baldwin County,Stapleton School,All Grades,All Gender,All Ethnicity,All SubPopulation,193,*,*,*,*,*,*,*,*,179,92.75,*,*
2017,St Clair County,Steele Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,171,*,*,*,*,12,7.02,*,*,158,92.40,*,*
2017,DeKalb County,Sylvania School,All Grades,All Gender,All Ethnicity,All SubPopulation,933,*,*,*,*,171,18.33,*,*,753,80.71,*,*
2017,Dallas County,Valley Grande Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,468,*,*,216,46.15,*,*,*,*,246,52.56,*,*
2017,Chambers County,W F Burns Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,651,*,*,236,36.25,12,~,*,*,394,60.52,*,*
2017,Cullman County,Welti Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,200,*,*,*,*,*,*,*,*,*,*,*,*
2017,Etowah County,West End High School,All Grades,All Gender,All Ethnicity,All SubPopulation,434,*,*,*,*,*,*,*,*,423,~,*,*
2017,Jackson County,Woodville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,524,*,*,*,*,35,6.68,*,*,472,90.08,*,*
2017,Tuscaloosa County,Northport Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,606,*,*,41,6.77,*,*,*,*,526,86.80,27,~
2017,Pelham City,Pelham Oaks,All Grades,All Gender,All Ethnicity,All SubPopulation,644,20,~,98,15.22,126,19.57,*,*,357,55.43,43,6.68
2017,Mobile County,Calloway Smith Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,637,*,*,*,*,*,*,*,*,*,*,*,*
2017,Tuscaloosa City,Tuscaloosa Magnet School - Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,290,16,5.52,119,41.03,*,*,*,*,146,50.34,*,*
2017,Tuscaloosa City,Tuscaloosa Magnet School - Middle,All Grades,All Gender,All Ethnicity,All SubPopulation,166,*,*,60,36.14,*,*,*,*,94,56.63,*,*
2017,Jefferson County,Center Point Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,679,*,*,627,92.34,*,*,*,*,49,7.22,*,*
2017,Tuscaloosa City,Central High School,All Grades,All Gender,All Ethnicity,All SubPopulation,752,*,*,736,~,*,*,*,*,*,*,*,*
2017,Huntsville City,Huntsville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1859,37,~,422,22.70,24,~,11,~,1255,67.51,110,5.92
2017,Tuscaloosa County,Northside High School,All Grades,All Gender,All Ethnicity,All SubPopulation,457,*,*,11,~,*,*,*,*,433,94.75,*,*
2017,Walker County,Oakman Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,695,*,*,41,5.90,*,*,*,*,637,91.65,15,~
2017,Calhoun County,Saks High School,All Grades,All Gender,All Ethnicity,All SubPopulation,398,*,*,160,40.20,*,*,*,*,236,59.30,*,*
2017,Baldwin County,Summerdale School,All Grades,All Gender,All Ethnicity,All SubPopulation,525,*,*,34,6.48,*,*,*,*,450,85.71,33,6.29
